country,child_mort,exports,health,imports,income,inflation,life_expec,total_fer,gdpp,year
China,16.134918298967907,24.41399659955892,4.5336993389751195,27.733591224669862,9460.993625897785,5.91244860711772,63.95888880140787,1.664483049084144,4441.503156511971,2015
China,16.54529735289772,24.970764834413302,4.341297170527505,27.45919067035561,9834.168326583567,5.902447806765524,65.6148456429356,1.6123030776331333,4259.993451888622,2016
China,17.10064752898499,26.014669423145765,4.409886067038467,28.34251966364539,9656.962731974856,5.656904466635269,67.76958184126025,1.5684545414556585,4122.893237427391,2017
China,17.46931228035755,25.614008918407183,4.629828054470231,27.96404890599799,9327.558685198204,5.525802388490603,65.04144699506537,1.6453921037893047,4027.6819393392416,2018
China,17.440946269474868,26.805274773538756,4.7739488304385285,27.417723041400926,9539.86815284811,5.302425185796547,67.13077940984805,1.6129455870068972,3960.6223668626544,2019
China,16.835252852440654,27.311369532729707,4.6209641187902335,27.465552844585936,9692.240994466783,5.409741145747376,70.06854257882691,1.5808601177601342,3953.613903681149,2020
China,17.074651543918023,28.198065829327536,4.6510486422709345,27.375526148845385,9438.360768088278,5.196163848162619,71.16217882572852,1.6172457502022448,3855.320700834842,2021
China,17.59591436206993,27.524474046070516,4.623024031944813,28.624779661916563,9364.726664826556,5.046482609446839,70.33155124942073,1.6685094298193526,3667.8497081650085,2022
China,17.109235724731242,26.184947103842358,4.48663722169278,29.692707429865926,9711.633316283838,5.1641669308311355,68.46727031201026,1.6214924613800714,3667.604556796529,2023
Colombia,18.560550275447916,15.207524089041506,7.873147880593118,18.01835945386862,11400.789538318031,3.97054470778082,76.88212526256022,2.0684263648264163,6058.299800108893,2001
Colombia,18.83691118594205,15.965330791069032,7.654183137128866,18.74831500299856,11304.49716030547,3.898270879346638,75.27502318487949,2.0570847923067546,6279.67120342522,2002
Colombia,18.956838868191888,15.603641116033854,7.280553411741715,17.90968176695818,11461.435897326479,3.890504298029266,72.84738174595502,2.1232862612634364,6260.360377371031,2003
Colombia,19.411795924407574,14.825607573785035,7.554652685446745,17.47792093321962,11143.844845178774,3.908121237211021,69.72211709935195,2.084974832613942,6480.785713558508,2004
Colombia,19.092639646738654,15.42219174918492,7.427947024244358,17.82981526153065,11121.03898111229,3.8126143366371723,67.71185302646734,2.067556320272264,6160.396888311961,2005
Colombia,18.934879734327918,15.263140332373544,7.641039736876914,17.66318820112434,10611.091657893357,3.9567677834666117,65.87943575740243,2.0958105404801084,6208.212170207653,2006
Colombia,18.09440895525997,15.91000828769949,7.696252307275205,17.727493718080808,10403.181738814412,3.853327281701378,65.71468852123698,2.0845520528528425,6429.433492793831,2007
Colombia,18.54881976122813,15.948593042313409,7.313058080240928,18.358453449075927,10648.568151822878,3.8415035778033473,65.95876669461583,2.03428563759107,6550.092231213366,2008
Colombia,17.694037418789346,15.262952266274915,7.512069686128994,18.470112117845478,11177.692155839977,3.906216408263589,66.76638973347285,2.0678798586252367,6295.942817108635,2009
Colombia,17.342736310219735,15.778726479163662,7.430909731656988,18.29757713987188,11553.746768077775,3.87087332059163,64.70303708952517,1.982379409543362,6343.376870233593,2010
Colombia,16.910743881717195,16.185971871387345,7.452109223640594,18.941811670648057,11422.751189316132,3.8355492354577723,64.68104470462012,2.017520512247087,6503.613585226697,2011
Colombia,16.279189340127587,16.843320514704978,7.508697076481257,18.700423640574616,11828.474835584952,3.9554269547532273,67.71974959307047,1.9279381124906039,6415.126471584035,2012
Colombia,16.892251765185343,17.315841687141837,7.48618259022921,18.612411600820312,12264.492497392954,3.9390039967120596,68.39602523664617,2.0122625637197715,6516.196969491567,2013
Colombia,16.913558768027908,18.115929281197534,7.325066669837841,18.26801276003203,12036.063849276587,3.965335222147335,67.20286379140009,2.075071972632213,6210.115116269579,2014
Colombia,16.636024101014172,17.949111163444194,7.074158241857661,18.903897238251645,12433.194797221306,3.9558408223383914,68.29367325685048,2.033566474657281,6365.647143768164,2015
Colombia,15.872607365142366,18.650872993150138,7.050206100787484,18.96457806056308,12118.038669659962,3.9344036883401796,71.20889972876775,2.03425848342399,6392.253331609432,2016
Colombia,16.40176138280827,18.869909392853714,7.1880269119655225,18.830338789976427,12530.085559160894,4.04683567547705,69.90388006320394,2.0842318655030896,6432.526852619651,2017
Colombia,16.805128762715107,18.40693801331737,7.35190086561672,18.803333321506965,12213.912837977932,4.000742481424657,67.4424548825228,2.038258719975933,6573.942995358403,2018
Colombia,16.855579905901344,18.321217068843037,7.108322751153978,17.892366787849934,12538.078287783883,3.8891307099024175,67.80271154515631,2.1280355313446133,6519.460338523846,2019
Colombia,17.521204237401868,18.768657835648302,7.429799190622275,17.48220228379988,12515.264205564026,3.9701815905334192,66.57955165013821,2.0846738237992946,6379.127591108789,2020
Colombia,17.20486946709465,18.418308100181733,7.14039809644656,18.037136426112323,12720.306847755282,4.048690469778293,69.38488195562854,2.0323515379398205,6611.676783202153,2021
Colombia,16.93353601199292,18.111407210944297,7.0983759337346255,18.78100597133562,12495.178287743724,3.9166012145929345,72.65984499075796,2.108237657558083,6729.454019442168,2022
Colombia,17.62575767894489,17.739798362203434,7.058461803954274,19.233123298144964,12623.341514937281,3.9256335270966987,74.36578827537792,2.104611204759013,6850.299874150877,2023
Comoros,92.0086246920318,15.85251472103617,4.5308132350846595,49.637970104658955,1385.045598841685,4.042535011391077,63.03685874646966,4.669926213350367,782.5251814461338,2001
Comoros,88.44300783299941,16.151836403166886,4.482782597461673,47.47011855774326,1385.2611142669923,3.9501484357206507,60.6202576733689,4.693466330096246,798.6251722733283,2002
Comoros,84.58324710530891,16.225242892673894,4.56444150100066,47.40561216159855,1450.4529811907173,4.057673124215822,60.72022394609213,4.540655371318894,809.4935508744034,2003
Comoros,84.08246597221688,16.64404372269574,4.73368388319982,47.70668030820921,1471.3541262175436,4.097409870873704,59.73599757126372,4.498556122066799,835.700771637375,2004
Comoros,79.98953989314273,16.4813906736993,4.760750203958709,48.56913539034774,1474.5909759642018,4.282655952165507,59.951179440020304,4.433816910981417,865.6178441740644,2005
Comoros,77.26655673426566,16.98187586005846,4.696451188286543,47.86478685168136,1433.8227161549369,4.342030149109072,61.87691593505398,4.641065620185122,867.5539312313903,2006
Comoros,79.6136520829735,17.005186235696574,4.775340595400454,48.30115883843947,1481.0997811875127,4.329989263526223,59.6320641726228,4.689682911419017,877.3963630862816,2007
Comoros,77.48389735128207,17.312336563328035,4.662909723521242,48.92899023837825,1482.2162606148654,4.275234377917916,62.20684012463436,4.579431085576252,908.7099816829295,2008
Comoros,75.88648226286853,17.00669189375284,4.674404372720844,50.92159676880201,1451.9331629495064,4.165781701423543,64.57190840788229,4.72074140383911,926.5385971162856,2009
Comoros,74.13008110574128,17.135699401507804,4.578563026611414,51.54284345701211,1506.755887319521,4.373974040134585,64.31741904460578,4.911509489637966,889.0257687110989,2010
Comoros,73.84323467380598,16.976044369809635,4.48597135731655,51.75988480247757,1533.3282908614017,4.161228737095342,62.790793331774076,4.867403067069468,928.6228923855231,2011
Comoros,76.56974057653673,17.33664503483365,4.623942075685606,53.073679848205266,1605.554141991413,4.04143783324676,61.5040696681529,4.629611990321367,945.8684630262361,2012
Comoros,80.29714471161998,16.833367464696828,4.5372916797613225,51.88633413838305,1602.978560716676,4.083311612447469,62.80122569358654,4.5043631514135605,913.8947828928608,2013
Comoros,78.03892829161678,16.418526771978254,4.518203180737094,50.55317659523224,1599.5236932060886,4.151334137182208,62.670017596942145,4.303459750546623,946.121050620426,2014
Comoros,80.80976250700253,17.128299552649253,4.438254267260901,51.6712576642383,1576.6857338145426,4.3430246713822,61.83413658042043,4.292999451119115,966.3656056470951,2015
Comoros,77.09587343178634,17.832212690840514,4.335197985028574,51.26961623255283,1529.7793110349264,4.201557537835633,62.098595436071584,4.394601481013588,972.7532475369065,2016
Comoros,78.38846011606603,17.34744587609938,4.522937634809105,50.16881683707447,1517.3778406345914,4.075226159759373,62.22149790837917,4.605398251377522,1012.221992310248,2017
Comoros,77.55606118278754,17.738111145403174,4.72180276008463,48.38243352105531,1477.2290938949038,4.1417265114085335,61.5817002877888,4.784292081124801,1048.5082003428636,2018
Comoros,79.93941898833705,17.57539438653035,4.862267654673926,50.04602628874555,1536.6463577686243,4.206608112753468,59.911389200725544,4.920677648933415,1100.706521115554,2019
Comoros,79.42126910879007,18.4358823863553,4.923319406870136,50.530031828331076,1525.634392487127,4.186535834695622,60.920295023869635,4.898034843664251,1122.4467868269842,2020
Comoros,76.76025065790495,18.923983037034038,4.796312606920098,52.665126103215485,1557.4643847259863,4.272680401813257,61.90210403843464,4.728518545677515,1098.724947201518,2021
Comoros,77.8189097489743,19.433428998004224,4.966182228440142,52.74388297621146,1556.1711581826457,4.0936777997808615,59.533084325069645,4.809250318953359,1059.9401484006842,2022
Comoros,76.11984457280941,19.554495679790772,4.97176902209327,52.64266001318934,1510.631959729147,4.172034390830538,60.401875060346214,4.882724312495878,1084.4736287116625,2023
"Congo, Dem. Rep.",116.92817408497638,41.547965608556694,8.232031841024648,47.485977258611534,591.8781956160982,20.966338630753125,58.765291652166134,6.575486980246287,341.4360164445167,2001
"Congo, Dem. Rep.",118.78209240066273,42.25005005894905,7.998785514229962,46.15752825415164,572.0584876541828,21.15111333866364,58.330241284346044,6.699264374331241,343.50016557002067,2002
"Congo, Dem. Rep.",117.11100814146683,42.53013571611861,7.690545716888391,44.69443169257222,581.6727629899217,20.299847728035875,60.05800083222785,6.858295764192123,326.9625413843402,2003
"Congo, Dem. Rep.",116.59676891918902,41.967629960631136,7.326324490150373,46.79204767220052,567.4126224816342,20.66265036314698,62.31504345441976,6.930662166378992,336.5158625530963,2004
"Congo, Dem. Rep.",122.35269800494245,43.05666814850338,7.280289819466103,46.746005059796325,592.8284642825763,19.839834237938593,61.189733945718864,6.617347061098182,333.4146906834358,2005
"Congo, Dem. Rep.",126.83373094820564,41.33563886804972,7.025476729984924,48.16981109508267,604.0244426664623,19.641763124455785,60.30754979183079,6.678005253505443,331.56778633793994,2006
"Congo, Dem. Rep.",122.18747470972409,41.35130673675641,6.751844274827878,45.787783775278825,610.0345825333987,19.988679032407365,61.97134360841623,6.938031172433513,330.9815856042529,2007
"Congo, Dem. Rep.",124.19673497710455,39.42869308228076,6.836538982500697,47.82622569244386,614.8612526312785,19.642206598074857,62.56267411529687,7.186423202445419,322.9943478817695,2008
"Congo, Dem. Rep.",129.7658543324102,38.9509578603774,7.024224503801496,49.401981022003,585.4080746227518,19.495420679105397,63.00256265353169,7.520751031697342,339.04845392120836,2009
"Congo, Dem. Rep.",135.59084676948757,37.21847863172256,6.820948577259136,47.672584755698,560.7479553711786,19.00559228028605,61.594797440935146,7.543954876161214,347.0201631676146,2010
"Congo, Dem. Rep.",134.61812766011403,37.86807915361178,6.992871042398781,46.355929399940464,548.9633107943931,18.087212604261776,63.23663164332973,7.657820393855418,339.80014208245973,2011
"Congo, Dem. Rep.",130.74831059190387,39.74218028490449,7.154930431272892,44.335006439301814,524.7737157561288,18.94843345558046,63.16999245301739,7.550710667645703,349.5116586736998,2012
"Congo, Dem. Rep.",130.49170773439664,41.68734162689185,7.241364918952827,43.935319280545194,517.5387192614569,18.348441477044414,65.71711133131708,7.35717031688957,342.5922677992333,2013
"Congo, Dem. Rep.",132.59106189705398,41.62953789789714,6.997517308440662,45.85971315420912,539.5482580322156,17.56439454247681,66.14242167427673,7.340805205790958,330.7258066610668,2014
"Congo, Dem. Rep.",128.59014312503558,43.02014122505429,7.1678814189086815,44.65781826551689,558.9654818254452,18.17002421242096,64.65387057641807,7.5435773315872625,334.5526744576494,2015
"Congo, Dem. Rep.",133.2036324173501,41.63003365694928,7.161374068010536,42.812384041716186,548.4401224548361,18.59620543791331,63.62063079439393,7.613356566797322,322.45983351863526,2016
"Congo, Dem. Rep.",134.5512621651866,41.49547669179131,7.270111117469124,42.645934071901145,542.1290415490923,18.661456987467535,62.002056191430846,7.652809143815392,326.342751038916,2017
"Congo, Dem. Rep.",128.38868470487844,39.76625385968807,7.610037416094241,41.03818940073592,526.7722424304862,18.723160424503167,60.86776106276871,7.589595527778971,334.6647100195727,2018
"Congo, Dem. Rep.",130.83731645383733,40.32603366343786,7.544905725514997,40.757446579885794,526.3260749589035,18.893050439408736,59.60280301024868,7.224318050568726,345.980938487115,2019
"Congo, Dem. Rep.",134.40680953771067,42.3132290144039,7.419335532718328,38.78375959705787,516.2564493171465,19.157564489769758,60.81748543885086,7.223464389232984,357.29276417369175,2020
"Congo, Dem. Rep.",136.3079328094878,43.67288000387901,7.127956498059539,38.52674336909313,534.2364141744202,18.495354905141987,62.10157249802201,7.367156047799219,367.7632413320885,2021
"Congo, Dem. Rep.",135.03711880712882,45.55279508608134,6.956927970410906,36.854694216262075,519.9739479355267,18.642895901859347,61.14604370736022,7.654496663057978,368.79951419189956,2022
"Congo, Dem. Rep.",140.19750598404028,45.096287653402406,6.844099047287913,35.45217804028731,511.3354828135115,19.521576119533844,59.91161136173385,7.749929895236036,351.28630632257915,2023
"Congo, Rep.",65.67398691807762,86.56222778695697,2.4079112542750143,52.088502405301824,5427.181028289743,19.68170246364414,61.73731759288997,4.782349612920604,2674.1503906639596,2001
